			-0.23112361,-0.48331264,0.10118067,-0.009410364,0.18514228,-0.36236808,0.21105658,0.088610224,0.004596161,0.03387633,0.063847885,-0.098139904,0.3317115,0.1890814,-0.277232,-0.16063452,-0.41089147,-0.086170286,0.12625103,0.1801882,-0.35992548,-0.26384446,
			0.06774061,-0.04688913,-0.63802624,-0.2433961,-0.08074536,-0.1630305,0.0064344388,0.030321296,0.2383375,0.17147656,0.06758941,-0.6926645,-0.54214,0.089721754,-0.20030376,-0.0013076005,0.1554463,0.077912316,0.0616206,-0.25541946,0.21558039,0.20852737,
			-0.027180381,0.0016667807,0.04034975,-0.3260117,0.12286814,-0.507684,0.08275646,0.13373189,0.4794747,0.23493181,-0.5251716,-0.1817997,0.0536529,0.18278174,0.25616866,-0.63761187,0.14015841,0.19002762,0.26190218,-0.4760132,-0.1852249,0.09400038,
			0.11297861,-0.38087785,-0.006528384,-0.27948025,-0.2545171,0.07493341,-0.39792594,0.0770822,0.3298221,-0.067024514,-0.060596354,-0.9357349,0.14786534,-0.15858881,-0.11666593,0.008674029,-0.18737316,-0.08048561,0.25481266,0.08101417,0.1830434,0.100458354,
			-0.043455306,0.07793409,-0.10558375,-0.19188164,0.057471015,-1.0975314,0.08039946,-0.111360885,0.21946943,0.09051311,0.02341765,-0.4193161,-0.07026399,-0.33997017,-0.052052926,-0.05361528,0.06871631,0.028174637,0.2972926,-0.022322554,1.7425486,-0.059374407,
			0.42894417,0.00571495,-0.012869518,-0.019940332,1.1099329,-0.16012111,-0.3638785,-0.0792285,0.07267288,-0.16894661,0.104383,-0.3787421,0.07890189,-0.07962328,0.056367457,-0.2983015,-0.013654521,-0.093723,0.10241062,-0.07972904,0.02413862,-0.08079982,
			0.070290335,-0.012696741,-0.10391165,-0.041149992,-0.08944075,-0.0525416,0.097404025,-0.08539221,0.19759373,-0.111585766,-0.529321,-0.299381,0.30555987,-0.0052747726,-1.0852207,-0.19887832,-0.029807096,-0.21548793,0.14502776,-0.077859245,-0.03005367,0.041904796,
			-0.02874517,0.25092408,0.122742206,-0.118084274,0.04089091,0.090423666,-0.31661946,0.1322993,0.13221571,-0.016658593,-0.39627653,-0.13297956,0.15083356,-0.36464623,0.5259816,0.055335898,0.37148938,-0.012832296,0.117395595,0.336216,0.19584018,-0.26486492,
			-0.36750808,-0.07690873,-0.13229188,0.07654754,-0.10346065,-0.19592012,-0.0198819,0.4020706,0.64243263,-0.55179286,-0.042794764,-0.19010629,-0.27998605,0.19859621,0.11066997,-0.07002682,-0.1377764,-0.5007776,0.24819046,-0.16938631,0.231165,-0.16120048,
			0.076688394,-0.28926575,-0.27115557,-0.24892846,0.24614288,-0.068117686,0.166269,0.101717494,0.48170096,0.20485838,-0.33262414,-0.23289678,-0.24595541,-0.02417823,0.24205989,0.07264745,-0.20657684,-1.0957263,0.25290847,0.3150227,0.048930995,0.11755617,
