						57196.15464988175,35023.70908616178,53187.38321239385,46138.763087666804,15954.080329367409,45826.163495936824,53386.696249792396,34476.400338344545,56916.69435803194;
						193967.5611642318,134635.73231501362,176284.29692970388,165337.0790113337,99783.77391139303,163591.01706389626,177009.76370810735,133070.11372956738,191871.9252835078;
