-0.016411161,-0.27390745,0.102845415,-0.501688,-0.12956576,-0.3723517,0.74973434,0.19998364,-0.11574249,0.15966792,0.005322474,0.009246428,0.19252983,0.1859469,0.09056932,-0.15038264,-0.21523997,0.038214523,-0.016624223,-0.13168192,-0.012576077,0.0617992,
-0.08308085,0.15091906,0.11271066,0.10467382,0.0921982,0.02598814,0.13752969,-0.011409703,-0.18615094,-0.0142084,0.00097262434,0.041290876,0.36557797,0.3581153,-0.05068352,-0.33871955,0.32909432,-0.22237006,-0.65988445,0.09285022,0.21244687,-0.28124276,
-0.1900299,0.3809193,-0.12086833,0.27176246,0.28271803,0.24224497,-0.07389493,0.102699116,0.122232564,-0.01287086,-0.0014683956,0.16248338,-0.31061754,-0.25803354,-0.1906984,-0.2077757,0.37359464,-0.39783135,-0.5170348,0.06547695,0.119825415,-0.18462595,
0.015798448,0.19601737,0.023095634,-0.10814644,-0.19513866,1.9173735,0.11114811,-0.03798353,-0.28943723,0.20001048,-0.004427471,0.74759126,-0.16745502,-0.09294155,0.044247013,0.028114202,0.09429089,-0.0821315,-0.13910893,0.019260721,-0.123170465,0.12773201,
-0.4624491,0.06304369,0.05357129,0.01767852,-0.2558113,0.24672547,0.28015807,-0.0012796035,-0.58861446,-0.59359753,-0.0014782309,-0.21064422,-0.36281955,-0.23403785,0.20517315,0.29465216,0.16124615,0.21493155,0.046688907,-0.087836616,-0.09863142,-0.5869573,
0.036452744,0.042715352,0.27312255,0.052513808,-0.24660476,0.20640735,-0.42612806,0.008439493,-0.31233183,-0.5811606,-0.0015815715,-0.24595997,0.15980996,0.25393778,-0.43427125,0.06284951,0.22443865,-0.25998437,-0.38084373,-0.13449217,-0.5184675,0.3627953,
-0.18551597,0.34801295,-0.12572074,0.2141058,-0.26003623,-0.2788887,-0.11733716,-0.5493496,0.08025834,0.19909592,0.007626631,-0.45087025,0.2311271,0.28563455,-0.19578572,-0.13995357,0.15484452,0.28554198,0.20850688,0.10747033,0.004682819,-0.13996316,
-0.1248248,0.22880769,-0.44410244,0.06944389,0.13306707,0.0021587808,-0.20704502,-0.052607648,0.13851531,-0.02071483,0.0040011858,0.13146321,-0.64374626,-0.20185857,-0.12602937,0.12623951,0.43851435,0.3581384,0.073466636,0.0649661,-0.5358521,0.26435244,
-0.02683111,0.20169099,0.064107426,-0.07825925,-0.10226895,-0.20987642,0.11498211,-0.06733846,-0.11256172,-0.130084,-0.0009995607,-0.009972661,-0.138647,1.7946843,0.04279957,0.048948076,0.25440583,-0.1332582,0.38330868,0.21247305,-0.43082812,0.08768465,
-0.08111363,0.15959595,-0.35260534,0.056218017,-0.09106133,0.2114324,0.1906456,0.30083534,-0.10584881,-0.20185483,-0.003168984,-0.53215265,0.024660159,0.02321098,-0.07311586,-0.3172269,0.13641271,0.015322891,-0.07807968,0.5932267,-0.057595532,0.2719887,
0.11040569,0.29839945,0.057769835,-0.13964432,1.778043,-0.19031057,0.076622345,0.34878084,-0.12059446,-0.5847184,-0.0008325083,-0.19095407,0.0049761725,-0.08735282,0.060889848,0.13048396,0.10608138,-0.07736054,-0.09306832,0.3250171,-0.13238606,0.02794113,
-0.67541575,0.3041318,-0.31107676,0.49458703,-0.13321245,-0.19146413,0.13591228,-0.16949499,-0.12448663,-0.11657282,0.0022518793,-0.13556087,-0.21171215,-0.10580981,0.26379925,0.08026515,0.11545984,-0.03321132,-0.2410063,0.19835854,-0.024942346,-0.35483664,
-0.1925592,0.14481838,0.055086132,0.025143368,-0.101004094,-0.10566783,0.073997274,-0.06775208,-0.5545238,-0.08496868,-0.000893265,-0.033984914,0.5026031,-0.22814855,-0.07070654,0.051217448,0.13065924,1.6509517,-0.43722588,0.26982445,-0.30232814,0.022153595,
0.13844904,0.30897027,0.14266755,0.43499222,-0.15832663,-0.22343618,-0.17286788,-0.2521625,-0.092986345,-0.034281164,0.0019065291,-0.17215131,-0.21710564,-0.13400294,-0.870871,-0.21018222,0.20205729,-0.15682538,-0.22961512,0.048194896,-0.041068796,0.22724807,
-0.00960582,0.43781582,0.15138298,1.0979469,-0.20789066,-0.2002981,0.16432677,-0.20220612,-0.41306406,-0.13312796,-0.004589842,0.045705553,-0.27009296,-0.17556393,0.052763335,0.101246156,0.09974635,-0.088620625,-0.19544442,0.5535855,-0.06481821,0.081591025,
-0.07160046,-0.1833574,-0.04676636,1.150755,0.00017976214,-0.007258202,-0.019347282,-0.07709002,-0.1416705,-0.058640953,-0.0001474947,0.043842137,-0.05783593,0.017428545,-0.043673083,-0.024023298,-0.024677161,0.018307827,-0.054201096,0.29854974,-0.052670177,-0.04339825,
0.001037413,0.067159325,0.31482428,0.032005414,0.29863605,-0.31701654,0.036939926,-0.0010529234,-0.5928415,0.04835994,4.4873057e-05,0.029118083,-0.3747958,-0.21142273,-0.460208,-0.631074,0.110642575,0.24462128,0.0090978285,0.084565766,-0.15719521,0.32798278,
-0.50697076,0.02355948,-0.6087106,0.048608676,0.24593556,-0.31035522,0.2648485,0.025156239,-0.49089754,-0.0076408633,-0.0003856835,0.039470877,-0.021640819,0.20292215,0.1705738,0.32377514,0.09434589,-0.30973515,-0.38623738,-0.02523913,-0.46556857,0.072345555,
-0.080512255,0.1328406,0.18812571,0.05555126,0.28984022,-0.20545506,-0.18108,-0.69126713,0.056168377,0.15622829,-0.0044050505,0.30425772,-0.021294734,0.024329554,-0.035615016,0.1935784,0.22221,0.05150533,0.005750191,-0.54943824,0.009363756,-0.26460677,
0.08799869,0.033286672,-0.017075486,-0.07506962,-0.048868604,-0.008125936,1.2027235,-0.017109307,-0.19672148,-0.2970114,0.0019257652,0.2910433,-0.08222449,-0.047491867,-0.09292828,0.013201491,0.15383305,-0.03703679,0.08682308,0.07563763,-0.31378135,-0.02895787,
