0.6370107,0.13042213,-0.64667916,0.090442404,0.06621177,-0.9029597,-1.2082754,-0.43635845,-0.14875726,0.004729961,0.13649724,0.29489422,-0.14907455,-1.5193568,-0.80237037,-0.362222,-0.5960948,-0.08942323,-0.57870364,1.2016921,
0.6323263,0.45067263,-1.7879568,-0.2670971,-0.06668293,-0.71115553,-0.065569304,-1.1840297,0.46426415,0.24105129,0.59143823,0.36947188,0.061374344,-3.5754771,-0.45679498,-0.6429154,-0.9430426,0.1980099,-0.77100736,1.234102,
0.3722415,0.53998446,-1.9580048,-0.46687558,-0.49536735,-0.6084354,0.4938712,-1.1097286,1.157621,-0.04812055,0.493733,0.13631044,-0.063702665,-2.2636018,-0.65494645,-0.30777836,-1.0874342,0.40786996,-0.51477295,0.56711555,
0.525618,0.27952474,-1.531487,-0.27021882,-0.5345084,0.11396927,0.4959316,-0.68949836,1.1416801,-0.23244016,0.2689848,-0.5712752,0.02501482,-0.4053882,-1.1382577,0.22332989,-0.6690186,0.020240454,-0.18842064,-0.11110509,
-0.04735356,0.6044201,-2.1052372,-0.15334156,-0.9777685,0.37319252,0.43211502,-1.3798075,1.0393188,-0.52395,0.08302402,-1.5106754,-0.16847055,0.34931836,-0.57478166,-0.37126255,-0.47388992,-0.84850156,-0.01506374,-0.48340294,
-0.27272528,0.57073313,-1.8966305,-0.30549836,-0.7784152,0.13979027,-0.35773596,-1.6364774,0.51560795,-1.0078976,-0.1843526,-3.732921,-0.037015144,0.5870079,0.08846668,-0.7658175,0.17645115,-1.2733603,0.4018101,-0.47940546,
0.029477395,0.17822367,-0.9270229,0.024613295,-0.43876344,0.04465161,-1.3902841,-0.7160861,0.07607244,-0.750507,-0.34842098,-2.5668468,-0.30664387,0.385011,-0.062790304,-0.4503976,0.24925989,-1.3022716,0.17108431,-0.34723318,
0.21490246,0.30169415,0.19678956,0.65109664,0.24638626,-0.6632961,-2.6457992,-0.7205788,-0.6289978,0.33337897,0.027287435,0.39242324,-0.53962946,-4.408514,-0.43381906,-0.45637584,-0.6804839,-0.19108377,-0.9897308,1.1975514,
0.37918213,0.44894424,-0.343362,0.15153009,0.074164055,-0.022099601,-0.8022074,-0.9508379,-0.07113588,0.46684957,0.4065601,0.3532433,-0.16250086,-3.110207,-0.36117515,-0.5124253,-1.2598653,-0.11694872,-0.85702264,1.0556233,
0.17176512,0.61929643,-0.68509763,-0.2589599,-0.4609191,0.254217,0.20250793,-1.1378883,0.61908084,0.07563224,0.4415799,0.21430172,-0.3460552,-1.5181254,-0.20745996,-0.40200496,-1.4279777,0.2571748,-0.69072044,0.5617292,
0.21304664,0.6309445,-0.7223466,-0.3004704,-0.86580896,0.37006253,0.45251158,-0.94925994,1.096767,-0.2889564,0.22368376,-0.3697933,-0.39064205,-0.33403754,-0.48742145,0.15464948,-0.8744372,0.3337601,-0.28665444,-0.12071339,
-0.09072561,0.6404378,-0.67134076,-0.1457819,-1.3580703,0.21533012,0.19375493,-1.2944939,0.730865,-0.71560746,-0.098265514,-1.3050689,-0.39775258,0.26781574,-0.22439475,-0.45092398,-0.34796786,0.13347128,0.09960507,-0.49195006,
-0.2638903,0.505625,-0.46457785,-0.1348514,-1.1092249,-0.117881685,-0.9521974,-1.1592047,0.23140326,-1.0909677,-0.3948529,-3.2825234,-0.27611536,0.40041724,0.163666,-0.6128439,0.28095347,-0.3699861,0.57910717,-0.5244097,
-0.6240146,0.30649835,0.13766985,0.1358179,-0.7481906,-0.15235326,-2.5478823,-1.0154289,-0.13183562,-1.188335,-0.70155966,-4.402955,-0.63142127,0.33645153,0.24989353,-0.56995845,0.3590662,-1.3246325,0.40869388,-0.33265936,
-0.28051227,0.048785057,0.3096516,1.1725706,0.42131588,-0.6554521,-2.7968292,-0.52140045,-0.6138355,0.36710173,0.2425439,0.24611709,-0.42738846,-2.4801078,-0.678773,-0.3113312,-0.77382994,-0.6213342,-1.0018847,0.6207097,
-0.30997494,0.0754753,0.24817461,0.7582887,0.39008233,0.24582876,-1.1465162,-0.8092936,-0.39008832,0.65124303,0.5080635,0.05363945,-0.38691676,-1.8099717,-0.24803853,-0.4284695,-1.443594,-0.5655977,-1.0710523,0.5538946,
-0.18825716,0.14303546,0.095818885,0.12092023,-0.029754048,0.34353894,0.03602943,-0.72985345,0.0558785,0.1808982,0.54225695,0.3327057,-0.3429909,-0.4809339,0.27697602,-0.17765792,-1.206083,-0.1496931,-0.692543,0.15317293,
0.115626305,0.13094483,0.13160458,-0.29527098,-0.5938271,0.19594792,0.29275572,-0.7549867,0.3030393,-0.19094007,0.21276003,0.15314615,-0.49462956,0.19138663,0.47583586,0.3879654,-0.58960986,0.19830261,-0.20447311,-0.16827865,
-0.03236369,0.10721321,0.19509672,-0.3996034,-1.162911,-0.20586787,0.048898663,-0.69050074,0.20390898,-0.6463138,-0.30116746,-0.36740217,-0.40741837,0.3851946,0.24332607,-0.20417841,0.026917066,0.33361745,0.18120441,-0.35609227,
-0.327609,0.05009661,0.38484985,-0.39600208,-1.5041107,-0.6463933,-1.1791377,-0.69856036,-0.0497173,-1.0308305,-0.86237866,-1.6389663,-0.3181973,0.026004206,-0.13253821,-0.49200347,0.40349412,0.19630618,0.6972988,-0.3551307,
