-0.1981135,-0.08535793,-0.31507656,0.09110414,0.04970566,0.28514352,0.0052936394,-0.11458179,-0.3291583,-0.06904297,0.3445026,-0.12442624,-0.20822175,-0.20825791,0.31813326,-0.14902532,-0.18577984,-0.13986512,0.3648783,
0.27476564,-0.09982593,-0.112175256,-0.10884141,0.1899585,0.08540071,0.14020258,-0.14043425,0.44748062,0.23637797,0.03477955,0.04411883,-0.0019904964,0.022022163,-1.0411944,0.024417685,0.013622151,0.013360274,0.0018221108,
0.021020588,0.03503593,-0.04267553,0.0007683583,-0.006697388,0.029071117,-0.011313536,0.009823777,0.017916625,0.013385406,-0.012457099,0.0929193,-1.4039271,-0.097461626,0.0758726,0.40870064,0.28683305,-0.02723383,-0.06953033,
0.14685912,-0.008894431,-0.089113005,0.020435233,-0.027695684,0.04972561,0.0028153732,0.0025360878,0.0057761716,0.13024506,-0.008923535,0.026158432,-0.017615324,0.013243735,-3.403373,0.019241339,0.004820615,0.01404262,0.0073908935,
0.008773839,0.0062787896,-0.0589353,0.007497769,-0.029656986,0.065423995,-0.03428003,-0.008731878,0.018437853,0.005295394,-0.20630822,0.120675765,-0.010232024,0.40208623,0.047571734,-2.2704465,-0.1368422,0.07659132,0.058461834,
0.008880699,0.0017589985,-0.06407648,0.011121877,-0.019217143,0.070437916,-0.027649805,-0.015714735,0.012579453,0.010374763,0.040954124,0.1090763,-0.15740874,-2.0532675,0.04818522,0.41325954,0.01203113,0.070542164,-0.116660774,
0.021881135,0.0019751526,-0.04379988,0.017295817,0.0023070527,0.04450731,-0.01574755,-0.015685745,0.016431322,0.022826547,-1.807028,-0.017090041,0.046759076,0.216062,0.0681866,-0.045967788,0.002247772,-0.012661698,0.16026762,
0.33595797,0.081902914,0.4754837,-0.043090723,-0.024446137,-0.5626717,0.032723404,0.0987386,-0.045209028,0.2891862,-0.011751051,0.013199358,0.075395204,-0.7325466,0.0011326098,0.10371074,-0.045428615,0.004628126,0.05720455,
0.17517672,0.012402385,0.1891861,0.11345919,0.014176521,-0.11129556,-0.0916215,0.055028923,-0.12118453,0.1442964,0.4833508,0.4058548,0.24602363,-0.563485,-0.1264436,-0.062652595,0.27258855,-0.0898366,-0.10607159,
0.026611745,0.053198226,-0.0020165865,0.09940532,0.027326781,-0.029130267,-0.07169866,-0.019898497,-0.09772297,0.06616801,-0.34156528,-0.09402739,0.3178831,0.5125181,0.017411223,-0.3818956,-0.299606,-0.017828863,0.3503477,
1.4836883e-21,2.2810717e-21,2.1983094e-20,-7.0489755e-21,-7.189286e-22,-1.6303609e-20,8.7389604e-21,-4.7505108e-21,4.7883252e-21,-5.9246517e-21,-4.405882e-21,6.3154614e-22,-6.117493e-21,-1.6435314e-21,2.5589997e-21,-8.713768e-21,-3.6704205e-21,1.5547937e-21,-8.018545e-22,
0.07452326,-0.0033718194,0.10805015,-0.102890015,-0.038987275,-0.107736334,0.06482037,0.075656824,0.19121699,-0.0006673578,-0.030836234,-0.00019280813,0.03831292,0.21991457,-0.009227919,-0.8747457,-0.026588097,0.0047620386,0.07935898,
0.2371748,-0.040138375,0.2830772,-0.08679194,-0.025008462,-0.2329203,0.029176364,-0.027855827,0.28871962,0.12672774,0.12989941,-0.84383005,-0.018254258,-0.037830666,0.04286791,0.04379324,0.02956824,0.17472848,-0.07684274,
-0.000432768,0.0103123095,-0.083146624,0.0113105085,-0.017338835,0.060890052,-0.02359634,0.0059121586,-0.012911354,0.008946926,-0.10684289,-2.1697502,-0.03914751,0.18225712,0.15520594,0.058704503,-0.093213014,0.2751156,-0.014557483,
-0.1259027,-0.052744765,-0.23560327,0.11878288,0.05103328,0.24423796,-0.05339238,-0.09075232,-0.24765107,-0.047721073,-0.30982774,-0.088476814,0.41639102,-0.08203203,0.22148895,-0.1764293,0.3786512,-0.1522796,-0.18155472,
0.029278522,0.0204627,-0.043000836,0.010186963,0.0084927315,0.047681145,-0.02007504,-0.0043974677,0.08037265,0.02458516,0.3832039,-0.10248811,-0.014461168,-0.11929638,0.0046474193,0.2889041,0.010164298,0.15053925,-1.626079,
-0.048183694,0.022306561,-0.025580145,-0.025951585,0.00015569809,0.009934567,-0.007422259,-0.007959924,0.003591346,-0.07139331,-0.0009574877,0.09848906,0.0047248127,0.18867135,0.17976324,0.20338076,-0.2455747,-0.6864524,-0.18142457,
0.033088468,-0.0071237623,-0.124199726,0.03440881,-0.021786317,0.08564114,-0.017055864,7.298282e-06,-0.033323813,0.042633146,-0.12783799,0.5346874,-0.12868471,0.08703689,-0.056610912,0.066860095,0.023768276,-2.636943,0.085284255,
0.28403333,-0.044608377,0.3529028,-0.089612775,-0.023630958,-0.29434142,0.028697012,-0.040431976,0.35917377,0.16913359,0.024182828,0.23588403,-0.09807724,-0.11725983,0.100806125,0.071998864,0.131678,-0.8005523,0.042264167,
-0.5755308,0.051308006,-0.80842245,0.05036706,-0.03578433,0.92453337,-0.13338493,0.053170707,0.447372,-0.5584723,-0.23616551,0.056246724,0.25554615,-0.2647322,-0.026501473,0.3980912,-0.16094194,-0.013813808,0.27287725,
0.1171561,-0.07599536,0.16939259,0.066536695,-0.0031213418,-0.045973424,-0.061169732,-0.121448345,0.31893834,0.06203007,-0.19624297,-0.28179395,-0.2519094,-0.13752048,-0.051967286,-0.07504328,0.4241889,0.37893265,0.28742743,
0.03637607,-0.01399416,-0.011342642,0.01911375,0.006924917,0.041313734,-0.009800254,-0.021552542,0.07455835,0.021415312,-0.08785356,-0.059715904,0.24193569,0.34199512,0.018387904,-0.1509946,-1.2708131,0.12051723,0.029740738,
